Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 6 [30720/49000 (62%)]	Train Loss: 1.253948	Val Loss: 1.503902	Val Acc: 50.5
Train Epoch: 6 [33280/49000 (68%)]	Train Loss: 1.389722	Val Loss: 1.513828	Val Acc: 50.599998474121094
Train Epoch: 6 [35840/49000 (73%)]	Train Loss: 1.292634	Val Loss: 1.494594	Val Acc: 50.0
Train Epoch: 6 [38400/49000 (78%)]	Train Loss: 1.212801	Val Loss: 1.502076	Val Acc: 50.599998474121094
Train Epoch: 6 [40960/49000 (83%)]	Train Loss: 1.259956	Val Loss: 1.474269	Val Acc: 51.900001525878906
Train Epoch: 6 [43520/49000 (89%)]	Train Loss: 1.286843	Val Loss: 1.481250	Val Acc: 52.20000076293945
Train Epoch: 6 [46080/49000 (94%)]	Train Loss: 1.340939	Val Loss: 1.524446	Val Acc: 49.5
Train Epoch: 6 [48640/49000 (99%)]	Train Loss: 1.183350	Val Loss: 1.508386	Val Acc: 48.70000076293945
Train Epoch: 7 [0/49000 (0%)]	Train Loss: 1.156533	Val Loss: 1.518432	Val Acc: 49.5
Train Epoch: 7 [2560/49000 (5%)]	Train Loss: 1.203969	Val Loss: 1.512989	Val Acc: 50.099998474121094
Train Epoch: 7 [5120/49000 (10%)]	Train Loss: 1.231596	Val Loss: 1.503975	Val Acc: 48.5
Train Epoch: 7 [7680/49000 (16%)]	Train Loss: 1.173278	Val Loss: 1.486234	Val Acc: 50.099998474121094
Train Epoch: 7 [10240/49000 (21%)]	Train Loss: 1.278155	Val Loss: 1.528066	Val Acc: 48.29999923706055
Train Epoch: 7 [12800/49000 (26%)]	Train Loss: 1.212929	Val Loss: 1.543052	Val Acc: 48.400001525878906
Train Epoch: 7 [15360/49000 (31%)]	Train Loss: 1.233722	Val Loss: 1.522076	Val Acc: 49.5
Train Epoch: 7 [17920/49000 (36%)]	Train Loss: 1.146009	Val Loss: 1.519524	Val Acc: 49.900001525878906
Train Epoch: 7 [20480/49000 (42%)]	Train Loss: 1.188750	Val Loss: 1.520857	Val Acc: 49.29999923706055
Train Epoch: 7 [23040/49000 (47%)]	Train Loss: 1.279472	Val Loss: 1.513615	Val Acc: 49.70000076293945
Train Epoch: 7 [25600/49000 (52%)]	Train Loss: 1.259351	Val Loss: 1.495271	Val Acc: 51.599998474121094
Train Epoch: 7 [28160/49000 (57%)]	Train Loss: 1.125262	Val Loss: 1.497689	Val Acc: 49.79999923706055
Train Epoch: 7 [30720/49000 (62%)]	Train Loss: 1.150882	Val Loss: 1.521376	Val Acc: 51.099998474121094
Train Epoch: 7 [33280/49000 (68%)]	Train Loss: 1.166739	Val Loss: 1.522370	Val Acc: 50.400001525878906
Train Epoch: 7 [35840/49000 (73%)]	Train Loss: 1.145023	Val Loss: 1.531006	Val Acc: 49.5
Train Epoch: 7 [38400/49000 (78%)]	Train Loss: 1.126422	Val Loss: 1.499080	Val Acc: 48.20000076293945
Train Epoch: 7 [40960/49000 (83%)]	Train Loss: 1.297897	Val Loss: 1.491210	Val Acc: 50.900001525878906
Train Epoch: 7 [43520/49000 (89%)]	Train Loss: 1.237584	Val Loss: 1.485481	Val Acc: 49.599998474121094
Train Epoch: 7 [46080/49000 (94%)]	Train Loss: 1.304400	Val Loss: 1.478598	Val Acc: 50.29999923706055
Train Epoch: 7 [48640/49000 (99%)]	Train Loss: 1.164439	Val Loss: 1.493318	Val Acc: 51.0
Train Epoch: 8 [0/49000 (0%)]	Train Loss: 1.173627	Val Loss: 1.487632	Val Acc: 51.599998474121094
Train Epoch: 8 [2560/49000 (5%)]	Train Loss: 0.893507	Val Loss: 1.489953	Val Acc: 48.20000076293945
Train Epoch: 8 [5120/49000 (10%)]	Train Loss: 1.218529	Val Loss: 1.461577	Val Acc: 52.0
Train Epoch: 8 [7680/49000 (16%)]	Train Loss: 1.225919	Val Loss: 1.463775	Val Acc: 50.79999923706055
Train Epoch: 8 [10240/49000 (21%)]	Train Loss: 1.150812	Val Loss: 1.486430	Val Acc: 50.0
Train Epoch: 8 [12800/49000 (26%)]	Train Loss: 1.083382	Val Loss: 1.496392	Val Acc: 50.70000076293945
Train Epoch: 8 [15360/49000 (31%)]	Train Loss: 1.118353	Val Loss: 1.480677	Val Acc: 51.70000076293945
Train Epoch: 8 [17920/49000 (36%)]	Train Loss: 1.217321	Val Loss: 1.495252	Val Acc: 51.400001525878906
Train Epoch: 8 [20480/49000 (42%)]	Train Loss: 1.222596	Val Loss: 1.491213	Val Acc: 51.0
Train Epoch: 8 [23040/49000 (47%)]	Train Loss: 1.214039	Val Loss: 1.480693	Val Acc: 51.29999923706055
Train Epoch: 8 [25600/49000 (52%)]	Train Loss: 1.122392	Val Loss: 1.481609	Val Acc: 51.20000076293945
Train Epoch: 8 [28160/49000 (57%)]	Train Loss: 1.318697	Val Loss: 1.484661	Val Acc: 49.70000076293945
Train Epoch: 8 [30720/49000 (62%)]	Train Loss: 1.051587	Val Loss: 1.525546	Val Acc: 50.400001525878906
Train Epoch: 8 [33280/49000 (68%)]	Train Loss: 1.195095	Val Loss: 1.480792	Val Acc: 49.400001525878906
Train Epoch: 8 [35840/49000 (73%)]	Train Loss: 1.055188	Val Loss: 1.530035	Val Acc: 50.20000076293945
Train Epoch: 8 [38400/49000 (78%)]	Train Loss: 1.223342	Val Loss: 1.475060	Val Acc: 52.0
Train Epoch: 8 [40960/49000 (83%)]	Train Loss: 1.222906	Val Loss: 1.462728	Val Acc: 50.400001525878906
Train Epoch: 8 [43520/49000 (89%)]	Train Loss: 1.102638	Val Loss: 1.469383	Val Acc: 51.29999923706055
Train Epoch: 8 [46080/49000 (94%)]	Train Loss: 1.152968	Val Loss: 1.498947	Val Acc: 50.0
Train Epoch: 8 [48640/49000 (99%)]	Train Loss: 1.234639	Val Loss: 1.472037	Val Acc: 49.900001525878906
Train Epoch: 9 [0/49000 (0%)]	Train Loss: 1.079567	Val Loss: 1.464905	Val Acc: 50.5
Train Epoch: 9 [2560/49000 (5%)]	Train Loss: 1.016970	Val Loss: 1.495163	Val Acc: 52.0
Train Epoch: 9 [5120/49000 (10%)]	Train Loss: 0.985893	Val Loss: 1.485855	Val Acc: 50.400001525878906
Train Epoch: 9 [7680/49000 (16%)]	Train Loss: 1.041733	Val Loss: 1.477018	Val Acc: 52.20000076293945
Train Epoch: 9 [10240/49000 (21%)]	Train Loss: 1.135738	Val Loss: 1.472333	Val Acc: 49.400001525878906
Train Epoch: 9 [12800/49000 (26%)]	Train Loss: 1.099937	Val Loss: 1.475399	Val Acc: 51.70000076293945
Train Epoch: 9 [15360/49000 (31%)]	Train Loss: 0.961764	Val Loss: 1.428591	Val Acc: 53.599998474121094
Train Epoch: 9 [17920/49000 (36%)]	Train Loss: 1.092789	Val Loss: 1.474723	Val Acc: 50.099998474121094
Train Epoch: 9 [20480/49000 (42%)]	Train Loss: 1.025140	Val Loss: 1.471149	Val Acc: 50.20000076293945
Train Epoch: 9 [23040/49000 (47%)]	Train Loss: 1.118459	Val Loss: 1.469004	Val Acc: 49.900001525878906
Train Epoch: 9 [25600/49000 (52%)]	Train Loss: 1.069835	Val Loss: 1.476184	Val Acc: 49.900001525878906
Train Epoch: 9 [28160/49000 (57%)]	Train Loss: 1.070674	Val Loss: 1.504078	Val Acc: 50.400001525878906
Train Epoch: 9 [30720/49000 (62%)]	Train Loss: 1.061772	Val Loss: 1.482099	Val Acc: 51.400001525878906
Train Epoch: 9 [33280/49000 (68%)]	Train Loss: 1.035759	Val Loss: 1.484840	Val Acc: 50.400001525878906
Train Epoch: 9 [35840/49000 (73%)]	Train Loss: 1.145434	Val Loss: 1.460319	Val Acc: 54.5
Train Epoch: 9 [38400/49000 (78%)]	Train Loss: 1.138656	Val Loss: 1.430250	Val Acc: 51.900001525878906
Train Epoch: 9 [40960/49000 (83%)]	Train Loss: 1.076434	Val Loss: 1.461805	Val Acc: 49.70000076293945
Train Epoch: 9 [43520/49000 (89%)]	Train Loss: 1.160165	Val Loss: 1.482627	Val Acc: 50.900001525878906
Train Epoch: 9 [46080/49000 (94%)]	Train Loss: 1.080546	Val Loss: 1.441848	Val Acc: 50.900001525878906
Train Epoch: 9 [48640/49000 (99%)]	Train Loss: 1.223301	Val Loss: 1.485448	Val Acc: 49.79999923706055
Train Epoch: 10 [0/49000 (0%)]	Train Loss: 1.043923	Val Loss: 1.495121	Val Acc: 49.29999923706055
Train Epoch: 10 [2560/49000 (5%)]	Train Loss: 1.090709	Val Loss: 1.471753	Val Acc: 50.900001525878906
Train Epoch: 10 [5120/49000 (10%)]	Train Loss: 1.045069	Val Loss: 1.473580	Val Acc: 50.20000076293945
Train Epoch: 10 [7680/49000 (16%)]	Train Loss: 1.042650	Val Loss: 1.471586	Val Acc: 51.0
Train Epoch: 10 [10240/49000 (21%)]	Train Loss: 0.944110	Val Loss: 1.477247	Val Acc: 51.29999923706055
Train Epoch: 10 [12800/49000 (26%)]	Train Loss: 1.097335	Val Loss: 1.487825	Val Acc: 51.79999923706055
Train Epoch: 10 [15360/49000 (31%)]	Train Loss: 1.087014	Val Loss: 1.496412	Val Acc: 50.099998474121094
Train Epoch: 10 [17920/49000 (36%)]	Train Loss: 1.004730	Val Loss: 1.483072	Val Acc: 51.099998474121094
Train Epoch: 10 [20480/49000 (42%)]	Train Loss: 1.122252	Val Loss: 1.505360	Val Acc: 51.5
Train Epoch: 10 [23040/49000 (47%)]	Train Loss: 1.070003	Val Loss: 1.450902	Val Acc: 51.79999923706055
Train Epoch: 10 [25600/49000 (52%)]	Train Loss: 1.037550	Val Loss: 1.425027	Val Acc: 53.099998474121094
Train Epoch: 10 [28160/49000 (57%)]	Train Loss: 1.033969	Val Loss: 1.446390	Val Acc: 51.900001525878906
Train Epoch: 10 [30720/49000 (62%)]	Train Loss: 1.123557	Val Loss: 1.491399	Val Acc: 50.20000076293945
Train Epoch: 10 [33280/49000 (68%)]	Train Loss: 1.046886	Val Loss: 1.482371	Val Acc: 51.900001525878906
Train Epoch: 10 [35840/49000 (73%)]	Train Loss: 1.142856	Val Loss: 1.472035	Val Acc: 51.099998474121094
Train Epoch: 10 [38400/49000 (78%)]	Train Loss: 1.063691	Val Loss: 1.443913	Val Acc: 51.900001525878906
Train Epoch: 10 [40960/49000 (83%)]	Train Loss: 1.077116	Val Loss: 1.463803	Val Acc: 51.20000076293945
Train Epoch: 10 [43520/49000 (89%)]	Train Loss: 1.115718	Val Loss: 1.487914	Val Acc: 52.20000076293945
Train Epoch: 10 [46080/49000 (94%)]	Train Loss: 1.138237	Val Loss: 1.548066	Val Acc: 50.099998474121094
Train Epoch: 10 [48640/49000 (99%)]	Train Loss: 1.078267	Val Loss: 1.462426	Val Acc: 50.79999923706055
Train Epoch: 11 [0/49000 (0%)]	Train Loss: 1.010085	Val Loss: 1.452416	Val Acc: 51.20000076293945
Train Epoch: 11 [2560/49000 (5%)]	Train Loss: 1.087903	Val Loss: 1.472946	Val Acc: 51.599998474121094
Train Epoch: 11 [5120/49000 (10%)]	Train Loss: 1.039864	Val Loss: 1.519168	Val Acc: 49.79999923706055
Train Epoch: 11 [7680/49000 (16%)]	Train Loss: 1.062191	Val Loss: 1.468191	Val Acc: 51.900001525878906
Train Epoch: 11 [10240/49000 (21%)]	Train Loss: 1.012098	Val Loss: 1.419439	Val Acc: 52.70000076293945
Train Epoch: 11 [12800/49000 (26%)]	Train Loss: 1.074263	Val Loss: 1.426173	Val Acc: 52.599998474121094
Train Epoch: 11 [15360/49000 (31%)]	Train Loss: 0.984657	Val Loss: 1.479511	Val Acc: 50.400001525878906
Train Epoch: 11 [17920/49000 (36%)]	Train Loss: 0.969903	Val Loss: 1.492332	Val Acc: 51.0
Train Epoch: 11 [20480/49000 (42%)]	Train Loss: 0.969882	Val Loss: 1.495028	Val Acc: 49.70000076293945
Train Epoch: 11 [23040/49000 (47%)]	Train Loss: 1.088715	Val Loss: 1.474267	Val Acc: 53.0
Train Epoch: 11 [25600/49000 (52%)]	Train Loss: 1.052455	Val Loss: 1.491572	Val Acc: 51.5
Train Epoch: 11 [28160/49000 (57%)]	Train Loss: 1.064624	Val Loss: 1.479474	Val Acc: 52.599998474121094
Train Epoch: 11 [30720/49000 (62%)]	Train Loss: 1.164293	Val Loss: 1.513878	Val Acc: 50.20000076293945
Train Epoch: 11 [33280/49000 (68%)]	Train Loss: 1.077260	Val Loss: 1.468183	Val Acc: 53.20000076293945
Train Epoch: 11 [35840/49000 (73%)]	Train Loss: 1.220641	Val Loss: 1.488847	Val Acc: 50.0
Train Epoch: 11 [38400/49000 (78%)]	Train Loss: 1.053017	Val Loss: 1.476997	Val Acc: 50.599998474121094
Train Epoch: 11 [40960/49000 (83%)]	Train Loss: 1.024687	Val Loss: 1.473636	Val Acc: 51.400001525878906
Train Epoch: 11 [43520/49000 (89%)]	Train Loss: 0.978886	Val Loss: 1.428625	Val Acc: 52.599998474121094
Train Epoch: 11 [46080/49000 (94%)]	Train Loss: 1.030787	Val Loss: 1.438689	Val Acc: 53.400001525878906
Train Epoch: 11 [48640/49000 (99%)]	Train Loss: 1.069272	Val Loss: 1.438457	Val Acc: 50.400001525878906
Train Epoch: 12 [0/49000 (0%)]	Train Loss: 0.876202	Val Loss: 1.436472	Val Acc: 51.400001525878906
Train Epoch: 12 [2560/49000 (5%)]	Train Loss: 0.934019	Val Loss: 1.491567	Val Acc: 49.599998474121094
Train Epoch: 12 [5120/49000 (10%)]	Train Loss: 0.984493	Val Loss: 1.434616	Val Acc: 52.29999923706055
